Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Description,20170831_UDMSE_CONTROL_R001,20170831_UDMSE_CONTROL_R002,20170831_UDMSE_CONTROL_R003,20170831_UDMSE_INFECTED_R001,20170831_UDMSE_INFECTED_R002,20170831_UDMSE_INFECTED_R003,20170831_UDMSE_CONTROL_raw_R001,20170831_UDMSE_CONTROL_raw_R002,20170831_UDMSE_CONTROL_raw_R003,20170831_UDMSE_INFECTED__raw_R001,20170831_UDMSE_INFECTED_raw_R002,20170831_UDMSE_INFECTED_raw_003
A0A0D9RKY1,20,10,117.3775,0.345332114,0.053003873,1.031470252,0.132661262,C,I,Catenin alpha 1 OS=Chlorocebus sabaeus GN=CTNNA1 PE=4 SV=1,48275.73029,51271.34445,53024.81392,49202.42566,48762.54691,49951.93377,48275.73029,51271.34445,53024.81392,49202.42566,48762.54691,49951.93377
A0A0D9RCS8,17,11,108.0922,0.350879871,0.053812501,1.023751812,0.130524841,I,C,Staphylococcal nuclease and tudor domain containing 1 OS=Chlorocebus sabaeus GN=SND1 PE=4 SV=1,60384.12511,64572.31786,64111.33316,65180.84419,63547.96718,64829.66704,60384.12511,64572.31786,64111.33316,65180.84419,63547.96718,64829.66704
A0A0D9RFW8,11,5,87.7541,0.353613351,0.054188576,1.06168707,0.129493416,I,C,Peptidylprolyl isomerase OS=Chlorocebus sabaeus GN=FKBP4 PE=4 SV=1,25987.25656,29634.8727,30561.04846,28647.79699,31364.10962,31487.65881,25987.25656,29634.8727,30561.04846,28647.79699,31364.10962,31487.65881
A0A0D9RR53,13,8,91.5802,0.357040289,0.054670235,1.070820874,0.128219603,C,I,Glutamine--fructose-6-phosphate transaminase 1 OS=Chlorocebus sabaeus GN=GFPT1 PE=4 SV=1,39999.49412,42063.81817,46020.80826,37435.18805,38003.86787,44173.96584,39999.49412,42063.81817,46020.80826,37435.18805,38003.86787,44173.96584
A0A0D9RIA4,1,1,5.212,0.358450191,0.054842525,1.070237651,0.127701655,C,I,Pyruvate dehydrogenase E1 component subunit beta OS=Chlorocebus sabaeus GN=PDHB PE=4 SV=1,15601.49826,15363.94773,17798.54146,16362.16063,15233.73349,13967.80604,15601.49826,15363.94773,17798.54146,16362.16063,15233.73349,13967.80604
A0A0D9RME5,1,1,4.5188,0.358752892,0.054845276,1.023472372,0.127590913,C,I,Serine/threonine-protein phosphatase OS=Chlorocebus sabaeus GN=PPP6C PE=3 SV=1,26671.04146,27214.49107,28279.97141,27442.55034,26713.8404,26124.72495,26671.04146,27214.49107,28279.97141,27442.55034,26713.8404,26124.72495
A0A0D9RP68,57,34,369.0382,0.362791337,0.055418681,1.019334268,0.126128823,I,C,Spectrin alpha_ non-erythrocytic 1 OS=Chlorocebus sabaeus GN=SPTAN1 PE=4 SV=1,220900.1218,232931.687,233701.2122,232784.6698,232070.3978,235970.901,220900.1218,232931.687,233701.2122,232784.6698,232070.3978,235970.901
A0A0D9RB43,6,2,35.4887,0.363948777,0.055551433,1.084987004,0.125714983,C,I,Kinesin-like protein OS=Chlorocebus sabaeus GN=KIFC1 PE=3 SV=1,9529.835216,9733.535921,11696.10798,10201.97847,9497.568309,8834.877141,9529.835216,9733.535921,11696.10798,10201.97847,9497.568309,8834.877141
A0A0D9RUF1,6,3,35.0315,0.364625917,0.055610723,1.064939105,0.125473935,C,I,S-adenosylmethionine synthase OS=Chlorocebus sabaeus PE=3 SV=1,16466.86398,18151.01081,15774.32092,14364.46608,16360.50735,16594.34791,16466.86398,18151.01081,15774.32092,14364.46608,16360.50735,16594.34791
A0A0D9RZ46,2,1,14.7007,0.369327723,0.056283253,1.036536325,0.123821475,C,I,SPT20 homolog_ SAGA complex component OS=Chlorocebus sabaeus GN=SUPT20H PE=4 SV=1,43867.31412,40381.1001,43984.9138,41009.02335,39844.0486,42860.22674,43867.31412,40381.1001,43984.9138,41009.02335,39844.0486,42860.22674
A0A0D9R4G5,8,6,68.9641,0.37012321,0.056359892,1.045159484,0.123545532,C,I,Cell division cycle 37 OS=Chlorocebus sabaeus GN=CDC37 PE=4 SV=1,61215.65133,63003.19417,69614.56696,63622.81918,59960.70329,61874.69262,61215.65133,63003.19417,69614.56696,63622.81918,59960.70329,61874.69262
REVERSE10975,2,1,11.3574,0.371538698,0.056530745,1.097949025,0.123057079,I,C,Reversed Sequence 10975,10434.55832,7778.058956,7563.722778,9625.420598,9227.235618,9448.451209,10434.55832,7778.058956,7563.722778,9625.420598,9227.235618,9448.451209
REVERSE1736,4,1,19.3427,0.377983629,0.057465969,1.485750685,0.120873764,I,C,Reversed Sequence 1736,60.81747286,3762.600336,3817.08324,3722.061408,4416.710005,3213.108254,60.81747286,3762.600336,3817.08324,3722.061408,4416.710005,3213.108254
A0A0D9SCL0,10,1,106.5209,0.38464347,0.058432366,1.160006756,0.118685601,I,C,Histone H3 OS=Chlorocebus sabaeus PE=3 SV=1,18383.44458,12135.77446,11106.67139,13907.1784,16456.84527,17922.29048,18383.44458,12135.77446,11106.67139,13907.1784,16456.84527,17922.29048
A0A0D9R642,13,6,65.1948,0.389144473,0.059041851,1.058932284,0.117244437,I,C,Hexokinase domain containing 1 OS=Chlorocebus sabaeus GN=HKDC1 PE=3 SV=1,47544.24963,52520.74919,58212.54664,53465.65284,57240.87196,56898.67794,47544.24963,52520.74919,58212.54664,53465.65284,57240.87196,56898.67794
A0A0D9RRF1,2,1,10.9026,0.389268558,0.059041851,1.075602329,0.117205127,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,6215.285106,6430.546678,5587.560896,7127.529506,5809.396285,6674.953834,6215.285106,6430.546678,5587.560896,7127.529506,5809.396285,6674.953834
A0A0D9R8J9,5,1,41.6996,0.390918941,0.059245521,1.212989717,0.116684406,I,C,Carbonyl reductase 3 OS=Chlorocebus sabaeus GN=CBR3 PE=3 SV=1,843.5173435,1615.469836,1859.539982,1989.080496,1624.609381,1624.639163,843.5173435,1615.469836,1859.539982,1989.080496,1624.609381,1624.639163
REVERSE2309,2,1,8.6597,0.392344487,0.059414822,1.041254487,0.116237776,C,I,Reversed Sequence 2309,3978.810181,3803.136557,4315.349645,4003.003943,3763.822424,3851.175318,3978.810181,3803.136557,4315.349645,4003.003943,3763.822424,3851.175318
A0A0D9R464;A0A0D9SAG1;A0A0D9S9Z6,4,3,24.1229,0.394884832,0.059752545,1.030624878,0.115449031,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,39113.56636,40837.27702,37211.01264,41669.24252,39667.11421,39413.56677,39113.56636,40837.27702,37211.01264,41669.24252,39667.11421,39413.56677
A0A0D9RNW0,2,1,16.3684,0.395622917,0.05981724,1.132484825,0.115221567,C,I,Coiled-coil domain containing 88A OS=Chlorocebus sabaeus GN=CCDC88A PE=4 SV=1,22170.91572,17637.74919,15097.65501,16067.95525,15001.83142,17413.26464,22170.91572,17637.74919,15097.65501,16067.95525,15001.83142,17413.26464
A0A0D9RF69,5,2,25.6952,0.399969971,0.060427073,1.031607994,0.113897204,C,I,Kinesin-like protein OS=Chlorocebus sabaeus GN=KIF6 PE=3 SV=1,23119.9016,25546.7824,23491.29361,23301.32669,22977.76304,23668.00066,23119.9016,25546.7824,23491.29361,23301.32669,22977.76304,23668.00066
REVERSE15954,2,1,14.7925,0.400359408,0.060438506,1.079831335,0.113779823,C,I,Reversed Sequence 15954,15416.63751,13032.48837,14872.54082,12934.17678,12075.46227,15109.28074,15416.63751,13032.48837,14872.54082,12934.17678,12075.46227,15109.28074
A0A0D9RT22;A0A0D9RMD9;A0A0D9RPJ5,17,8,239.6545,0.405462005,0.061160866,1.023145396,0.112260664,C,I,Peptidyl-prolyl cis-trans isomerase OS=Chlorocebus sabaeus PE=3 SV=1,315306.1858,312381.2017,334472.5415,311437.9843,308473.6646,320482.4858,315306.1858,312381.2017,334472.5415,311437.9843,308473.6646,320482.4858
A0A0D9S647,17,8,109.9105,0.406661002,0.061293727,1.013730955,0.111908705,I,C,Sodium/potassium-transporting ATPase subunit alpha OS=Chlorocebus sabaeus GN=ATP1A1 PE=3 SV=1,71276.93954,72700.09406,70866.98976,73480.32368,70807.87434,73505.83905,71276.93954,72700.09406,70866.98976,73480.32368,70807.87434,73505.83905
A0A0D9SC47,3,1,17.35,0.408231999,0.061482407,1.103080675,0.111450387,I,C,Calponin OS=Chlorocebus sabaeus GN=CNN2 PE=3 SV=1,1812.109925,1725.283149,2073.494807,2172.749109,1729.972867,2286.540017,1812.109925,1725.283149,2073.494807,2172.749109,1729.972867,2286.540017
A0A0D9S713,8,6,47.7086,0.416709049,0.062710075,1.029845307,0.10903171,I,C,SERPINE1 mRNA binding protein 1 OS=Chlorocebus sabaeus GN=SERBP1 PE=4 SV=1,63506.4303,62873.71611,57482.9936,63842.28323,63745.78914,61762.51949,63506.4303,62873.71611,57482.9936,63842.28323,63745.78914,61762.51949
A0A0D9QUQ4,1,1,5.9668,0.424071686,0.063768251,1.356933448,0.107003009,C,I,Biliverdin reductase B OS=Chlorocebus sabaeus GN=BLVRB PE=4 SV=1,2401.976425,5101.152485,5430.754675,3871.063765,3176.082117,2484.554883,2401.976425,5101.152485,5430.754675,3871.063765,3176.082117,2484.554883
A0A0D9RG80,5,3,35.7393,0.427387215,0.064216682,1.024594484,0.106110523,I,C,RAD23 homolog B_ nucleotide excision repair protein OS=Chlorocebus sabaeus GN=RAD23B PE=4 SV=1,29098.24991,28842.39068,29438.29907,28307.91801,30499.00067,30721.06095,29098.24991,28842.39068,29438.29907,28307.91801,30499.00067,30721.06095
A0A0D9R1R4,6,1,48.9643,0.43229005,0.064902727,1.053153302,0.104814051,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,16274.47239,18386.68731,17498.821,18143.01446,15953.88024,15430.53935,16274.47239,18386.68731,17498.821,18143.01446,15953.88024,15430.53935
A0A0D9S4T8,2,1,9.6037,0.435799173,0.065378618,1.065306116,0.103902819,I,C,NAD(P)H-hydrate epimerase OS=Chlorocebus sabaeus GN=APOA1BP PE=3 SV=1,4173.374554,4233.827394,5227.527901,5121.976452,4655.069189,4748.115455,4173.374554,4233.827394,5227.527901,5121.976452,4655.069189,4748.115455
A0A0D9QXP5,4,2,17.2936,0.449848393,0.067433764,1.057966876,0.100388518,C,I,Dynactin subunit 2 OS=Chlorocebus sabaeus GN=DCTN2 PE=4 SV=1,23581.51503,19934.89818,24407.99574,21515.41436,21535.54044,21151.81985,23581.51503,19934.89818,24407.99574,21515.41436,21535.54044,21151.81985
A0A0D9QZT5,10,9,59.2979,0.455928022,0.068291976,1.030839676,0.098931434,I,C,6-phosphogluconolactonase OS=Chlorocebus sabaeus GN=PGLS PE=4 SV=1,34583.25076,33037.7312,37340.39442,36975.16347,35309.60232,35913.58539,34583.25076,33037.7312,37340.39442,36975.16347,35309.60232,35913.58539
A0A0D9R403,2,2,10.4184,0.459189973,0.06872713,1.072360775,0.098164866,I,C,Family with sequence similarity 120A OS=Chlorocebus sabaeus GN=FAM120A PE=4 SV=1,14455.79358,13911.38677,18673.19847,17248.2072,17170.6737,16025.37619,14455.79358,13911.38677,18673.19847,17248.2072,17170.6737,16025.37619
A0A0D9RJS8,7,2,43.1394,0.465607388,0.069623336,1.046796418,0.096686932,I,C,DnaJ homolog subfamily C member 10 OS=Chlorocebus sabaeus GN=DNAJC10 PE=4 SV=1,9287.097201,9623.054896,11271.42377,10657.55006,10685.5536,10250.86183,9287.097201,9623.054896,11271.42377,10657.55006,10685.5536,10250.86183
A0A0D9RK70,4,1,24.2088,0.465900726,0.069623336,1.577602498,0.096620316,C,I,Rabaptin_ RAB GTPase binding effector protein 1 OS=Chlorocebus sabaeus GN=RABEP1 PE=4 SV=1,737.1438716,1962.702919,558.6870438,1034.312091,553.7056765,477.479618,737.1438716,1962.702919,558.6870438,1034.312091,553.7056765,477.479618
A0A0D9RW83,8,1,64.5577,0.466499993,0.069658848,1.131556097,0.096484477,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,17404.89589,14804.37193,11152.93149,11972.59522,13517.69027,12830.57144,17404.89589,14804.37193,11152.93149,11972.59522,13517.69027,12830.57144
A0A0D9RA54,1,1,4.2133,0.468119887,0.06984659,1.107205143,0.096118976,I,C,Chromosome 3 open reading frame 20 OS=Chlorocebus sabaeus GN=C3orf20 PE=4 SV=1,67.57373239,9048.808531,11659.11941,5178.725959,8344.398293,9479.618049,67.57373239,9048.808531,11659.11941,5178.725959,8344.398293,9479.618049
A0A0D9QUN5,2,1,23.9196,0.468655348,0.0698515,1.123249696,0.095998698,I,C,RAB30_ member RAS oncogene family OS=Chlorocebus sabaeus GN=RAB30 PE=4 SV=1,1886.252057,3081.88255,2498.776501,2950.763326,2376.709308,3059.732997,1886.252057,3081.88255,2498.776501,2950.763326,2376.709308,3059.732997
A0A0D9RWY0,15,12,143.9861,0.46887805,0.0698515,1.019408305,0.095948752,C,I,Ubiquitin carboxyl-terminal hydrolase OS=Chlorocebus sabaeus GN=UCHL1 PE=3 SV=1,173851.8994,180212.0846,186372.5304,178814.685,179065.0193,172267.5504,173851.8994,180212.0846,186372.5304,178814.685,179065.0193,172267.5504
A0A0D9QZY9,5,1,46.2069,0.46930032,0.069860378,1.223084242,0.095854175,C,I,Keratin 76 OS=Chlorocebus sabaeus GN=KRT76 PE=3 SV=1,703.767767,1092.72302,1236.176412,803.8127013,1133.919929,541.7917527,703.767767,1092.72302,1236.176412,803.8127013,1133.919929,541.7917527
A0A0D9RHG0,8,2,37.811,0.469754021,0.069873918,1.128858169,0.095752743,I,C,Myosin heavy chain 7B OS=Chlorocebus sabaeus GN=MYH7B PE=3 SV=1,10394.67088,5483.844559,5766.142885,7760.262673,8463.270492,8210.216197,10394.67088,5483.844559,5766.142885,7760.262673,8463.270492,8210.216197
REVERSE14305,6,1,34.1524,0.470412259,0.069883079,1.290016098,0.095605922,I,C,Reversed Sequence 14305,3705.80992,18708.34953,25559.33407,27751.91871,19518.49095,14616.16927,3705.80992,18708.34953,25559.33407,27751.91871,19518.49095,14616.16927
A0A0D9RST9,5,4,25.9591,0.470541189,0.069883079,1.040181171,0.095577211,I,C,Cathepsin Z OS=Chlorocebus sabaeus GN=CTSZ PE=3 SV=1,8870.356019,9709.286687,9912.859338,10580.46032,9643.639011,9413.264811,8870.356019,9709.286687,9912.859338,10580.46032,9643.639011,9413.264811
A0A0D9R0B8;A0A0D9R0G6,8,1,78.7266,0.470933513,0.069887461,1.055723907,0.095489939,I,C,Keratin 83 OS=Chlorocebus sabaeus GN=KRT83 PE=3 SV=1,5620.981537,4851.097876,5848.572008,6048.081834,5891.747775,5290.272273,5620.981537,4851.097876,5848.572008,6048.081834,5891.747775,5290.272273
REVERSE2512,3,2,19.2052,0.4727695,0.070105915,1.017720975,0.095083404,C,I,Reversed Sequence 2512,67286.38567,65989.66423,69746.45938,68488.71678,65227.25802,65771.42319,67286.38567,65989.66423,69746.45938,68488.71678,65227.25802,65771.42319
A0A0D9R011,3,1,21.1357,0.476954104,0.070657557,1.311741523,0.094168262,C,I,NADH-cytochrome b5 reductase OS=Chlorocebus sabaeus GN=CYB5R3 PE=3 SV=1,2116.339138,4360.379755,4714.263884,2639.239646,2030.404173,3861.749429,2116.339138,4360.379755,4714.263884,2639.239646,2030.404173,3861.749429
A0A0D9R710,6,4,32.0103,0.477223208,0.070657557,1.039810278,0.094109949,I,C,Plexin A1 OS=Chlorocebus sabaeus GN=PLXNA1 PE=4 SV=1,138700.3875,158449.0464,134591.1428,144806.2228,151612.3527,152509.7136,138700.3875,158449.0464,134591.1428,144806.2228,151612.3527,152509.7136
A0A0D9RRD7;A0A0D9S6D4,4,4,37.9914,0.478491107,0.070790869,1.041029875,0.093836073,C,I,Ras homolog family member A OS=Chlorocebus sabaeus GN=RHOA PE=3 SV=1,61385.07827,64393.23419,70864.41447,65898.61623,62984.62157,60009.25386,61385.07827,64393.23419,70864.41447,65898.61623,62984.62157,60009.25386
REVERSE1640,21,9,114.1805,0.480728606,0.071067315,1.052406591,0.093356225,I,C,Reversed Sequence 1640,51888.4462,43209.21397,41917.61995,49619.00409,45831.93895,48744.84082,51888.4462,43209.21397,41917.61995,49619.00409,45831.93895,48744.84082
A0A0D9RCM4,4,3,17.586,0.482677868,0.071300759,1.071349376,0.092941769,I,C,Fanconi anemia complementation group D2 OS=Chlorocebus sabaeus GN=FANCD2 PE=4 SV=1,25839.73678,19963.85209,18828.14435,23997.23586,21930.76895,23315.16226,25839.73678,19963.85209,18828.14435,23997.23586,21930.76895,23315.16226
A0A0D9S5W1,3,3,16.7323,0.483546208,0.071374295,1.076363895,0.092758204,C,I,RNA-binding protein 8A OS=Chlorocebus sabaeus GN=RBM8A PE=3 SV=1,14791.5699,11791.04372,11406.65459,11406.30338,11343.15112,12544.62067,14791.5699,11791.04372,11406.65459,11406.30338,11343.15112,12544.62067
A0A0D9QYV7,12,7,64.6635,0.485164783,0.071558372,1.033572663,0.092417779,I,C,Extended synaptotagmin 1 OS=Chlorocebus sabaeus GN=ESYT1 PE=4 SV=1,49920.84395,52596.40611,45081.86387,50893.94945,50358.5511,51301.90864,49920.84395,52596.40611,45081.86387,50893.94945,50358.5511,51301.90864
A0A0D9R3J7,2,1,12.5968,0.487499392,0.071847697,1.093974815,0.091930706,C,I,B-cell receptor-associated protein 31 OS=Chlorocebus sabaeus GN=BCAP31 PE=4 SV=1,11032.72839,10581.76651,14425.99384,10453.88557,10456.79121,12033.85563,11032.72839,10581.76651,14425.99384,10453.88557,10456.79121,12033.85563
A0A0D9QYY6,2,2,12.3251,0.493861508,0.0727297,1.077997668,0.090626674,I,C,Coatomer subunit epsilon OS=Chlorocebus sabaeus GN=COPE PE=3 SV=1,3464.344913,3239.472673,4742.310827,4015.466353,4091.391962,4232.04142,3464.344913,3239.472673,4742.310827,4015.466353,4091.391962,4232.04142
A0A0D9SB72;A0A0D9RMP0;A0A0D9S8Q6;A0A0D9SD74,8,3,86.0405,0.497863755,0.073263088,1.018373843,0.08982346,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,45409.84612,45392.36747,48619.79291,46178.72346,45614.94283,45112.84154,45409.84612,45392.36747,48619.79291,46178.72346,45614.94283,45112.84154
A0A0D9RNT7;A0A0D9QZ56;A0A0D9R8X7;A0A0D9S5B0;A0A0D9SC55,13,2,162.9495,0.499330682,0.073422863,1.047761668,0.089532312,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,51017.66213,49256.96189,59417.37481,51206.66052,49758.74988,51447.11217,51017.66213,49256.96189,59417.37481,51206.66052,49758.74988,51447.11217
A0A0D9S2G2,10,3,66.4728,0.499998158,0.07346493,1.041520918,0.089400405,C,I,Keratin 19 OS=Chlorocebus sabaeus GN=KRT19 PE=3 SV=1,22786.33062,25019.95419,27065.80364,24484.22863,24110.14185,23292.89278,22786.33062,25019.95419,27065.80364,24484.22863,24110.14185,23292.89278
REVERSE14707,1,1,5.6126,0.502553356,0.073784086,1.055786147,0.088898728,C,I,Reversed Sequence 14707,4983.353177,4785.078236,5958.689875,4952.192944,5004.999769,4938.931217,4983.353177,4785.078236,5958.689875,4952.192944,5004.999769,4938.931217
A0A0D9QUL7;A0A0D9R1A0;A0A0D9R2T9;A0A0D9RCY1,11,6,60.9869,0.505428686,0.074100251,1.088035406,0.088340357,I,C,KIAA1109 OS=Chlorocebus sabaeus GN=KIAA1109 PE=4 SV=1,18304.21081,27961.65314,27260.10632,27657.67586,25514.03566,26827.14742,18304.21081,27961.65314,27260.10632,27657.67586,25514.03566,26827.14742
A0A0D9RYX4,2,1,10.8497,0.505476166,0.074100251,1.124419101,0.088331191,C,I,PDGFA associated protein 1 OS=Chlorocebus sabaeus GN=PDAP1 PE=4 SV=1,1538.287553,2007.990271,1318.730948,1548.719151,1567.920739,1210.046455,1538.287553,2007.990271,1318.730948,1548.719151,1567.920739,1210.046455
A0A0D9S618,2,2,15.7439,0.509407207,0.074619733,1.030955079,0.087578354,C,I,U2 small nuclear RNA auxiliary factor 2 OS=Chlorocebus sabaeus GN=U2AF2 PE=4 SV=1,19735.58911,17492.1467,17695.27792,17770.6585,17383.74849,18119.50846,19735.58911,17492.1467,17695.27792,17770.6585,17383.74849,18119.50846
REVERSE14234,4,2,19.3946,0.512213591,0.074973808,1.065190425,0.087048143,C,I,Reversed Sequence 14234,11423.70353,8857.532329,10727.73197,10215.91083,9397.926787,9497.35895,11423.70353,8857.532329,10727.73197,10215.91083,9397.926787,9497.35895
A0A0D9RR42,13,1,69.6409,0.513016137,0.075034261,1.03923081,0.086897615,I,C,Chromosome segregation 1 like OS=Chlorocebus sabaeus GN=CSE1L PE=4 SV=1,7813.811449,9015.893372,9104.944182,9079.522505,8536.647102,9335.916693,7813.811449,9015.893372,9104.944182,9079.522505,8536.647102,9335.916693
A0A0D9S711,1,1,6.9209,0.517605197,0.075648022,1.046900533,0.086046125,I,C,Guanine nucleotide-binding protein subunit gamma OS=Chlorocebus sabaeus GN=GNG12 PE=3 SV=1,7293.582384,6264.292544,6881.945047,6846.013119,6743.251176,7809.194126,7293.582384,6264.292544,6881.945047,6846.013119,6743.251176,7809.194126
A0A0D9RZ28,7,5,30.5796,0.520434405,0.075951176,1.039766518,0.085528925,I,C,DNA helicase OS=Chlorocebus sabaeus GN=MCM7 PE=3 SV=1,11708.6479,13853.56295,12824.07089,13484.45048,13894.38033,12533.93967,11708.6479,13853.56295,12824.07089,13484.45048,13894.38033,12533.93967
A0A0D9R8J7,1,1,6.7175,0.520468048,0.075951176,1.061819848,0.08552281,C,I,DnaJ heat shock protein family (Hsp40) member C9 OS=Chlorocebus sabaeus GN=DNAJC9 PE=4 SV=1,1781.009515,1742.210622,2125.836331,1630.039431,1724.462215,1965.663047,1781.009515,1742.210622,2125.836331,1630.039431,1724.462215,1965.663047
A0A0D9RAF2,3,2,16.0721,0.521321716,0.076018161,1.036689911,0.085367921,I,C,Serologically defined colon cancer antigen 8 OS=Chlorocebus sabaeus GN=SDCCAG8 PE=4 SV=1,74614.84645,70047.08452,76227.55293,79090.22159,69972.82209,79930.85579,74614.84645,70047.08452,76227.55293,79090.22159,69972.82209,79930.85579
A0A0D9RT33;A0A0D9S7X1;A0A0D9SA61,3,2,15.7496,0.523057721,0.076161663,1.060542648,0.085054567,I,C,Histone deacetylase OS=Chlorocebus sabaeus GN=HDAC2 PE=3 SV=1,7139.772542,8017.582732,9573.067481,8149.023935,8859.60564,9219.038448,7139.772542,8017.582732,9573.067481,8149.023935,8859.60564,9219.038448
A0A0D9RGU3,4,3,22.5034,0.523096608,0.076161663,1.057605409,0.085047573,C,I,PRA1 family protein OS=Chlorocebus sabaeus GN=ARL6IP5 PE=3 SV=1,15077.60293,16424.98363,13474.96709,13669.22645,15755.49025,13103.00988,15077.60293,16424.98363,13474.96709,13669.22645,15755.49025,13103.00988
REVERSE4064,4,2,26.6857,0.523629042,0.076181602,1.070892181,0.084951917,I,C,Reversed Sequence 4064,8981.64322,8002.394578,6362.736472,7949.120769,7995.03672,9057.72052,8981.64322,8002.394578,6362.736472,7949.120769,7995.03672,9057.72052
A0A0D9RDS6,3,2,15.919,0.524073429,0.07618871,1.125996708,0.084872235,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,3274.379433,6526.169047,6064.939629,6431.448072,5234.092587,6198.94673,3274.379433,6526.169047,6064.939629,6431.448072,5234.092587,6198.94673
A0A0D9QX56,7,5,42.2062,0.5256754,0.076363968,1.047802707,0.084586161,C,I,Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Chlorocebus sabaeus GN=SLC9A3R1 PE=4 SV=1,53452.08102,56213.13897,56506.01696,49374.44344,48469.3017,60746.45116,53452.08102,56213.13897,56506.01696,49374.44344,48469.3017,60746.45116
A0A0D9RQJ2,4,2,20.7137,0.531631598,0.077171017,1.050068716,0.083538425,I,C,Isocitrate dehydrogenase [NAD] subunit_ mitochondrial OS=Chlorocebus sabaeus GN=IDH3A PE=3 SV=1,6441.113482,7558.396877,8233.760332,7788.045816,8172.5247,7385.891491,6441.113482,7558.396877,8233.760332,7788.045816,8172.5247,7385.891491
A0A0D9R787;A0A0D9SDK4;A0A0D9R535,8,7,71.9111,0.533227625,0.077344409,1.015013373,0.083261872,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,85752.42474,81434.75857,80040.70041,80441.03848,81328.28829,81801.73375,85752.42474,81434.75857,80040.70041,80441.03848,81328.28829,81801.73375
A0A0D9R121,3,3,20.6444,0.538467691,0.078045709,1.015511809,0.08236615,C,I,Catenin delta 1 OS=Chlorocebus sabaeus GN=CTNND1 PE=4 SV=1,40481.65665,38859.16404,38759.42116,38775.36534,37530.64454,39990.2663,40481.65665,38859.16404,38759.42116,38775.36534,37530.64454,39990.2663
A0A0D9R8J6,2,1,11.5906,0.541112054,0.07831206,1.052505732,0.081921166,I,C,Dimethylarginine dimethylaminohydrolase 2 OS=Chlorocebus sabaeus GN=DDAH2 PE=4 SV=1,2469.132127,2969.416695,3175.380252,3226.179924,2859.668596,2980.361205,2469.132127,2969.416695,3175.380252,3226.179924,2859.668596,2980.361205
A0A0D9S3N6,4,2,19.4039,0.541118456,0.07831206,1.142592119,0.081920095,C,I,Pleckstrin homology like domain family B member 1 OS=Chlorocebus sabaeus GN=PHLDB1 PE=4 SV=1,4156.991299,5959.913975,7207.199417,5232.925089,5054.710475,4874.47207,4156.991299,5959.913975,7207.199417,5232.925089,5054.710475,4874.47207
A0A0D9RG34,1,1,6.2712,0.54182765,0.078355827,1.09005089,0.08180155,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,5613.634587,5192.812146,3706.342898,4944.116085,6031.859645,4843.703522,5613.634587,5192.812146,3706.342898,4944.116085,6031.859645,4843.703522
A0A0D9RZW1,14,7,153.9989,0.542321303,0.078368381,1.022027736,0.08171923,I,C,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma OS=Chlorocebus sabaeus GN=YWHAG PE=3 SV=1,95444.13885,99854.93334,91242.70897,96046.59983,101626.3532,95180.69477,95444.13885,99854.93334,91242.70897,96046.59983,101626.3532,95180.69477
A0A0D9S3N4,10,7,55.664,0.548508965,0.079203115,1.016833636,0.080700967,I,C,Coatomer subunit delta OS=Chlorocebus sabaeus GN=ARCN1 PE=3 SV=1,45279.72952,42666.40945,45842.04075,44141.67287,45780.57195,46118.07641,45279.72952,42666.40945,45842.04075,44141.67287,45780.57195,46118.07641
A0A0D9QUZ5,13,8,73.8937,0.549827919,0.079334097,1.036057771,0.080487128,C,I,Integrin beta OS=Chlorocebus sabaeus PE=3 SV=1,33258.51694,35807.02934,38325.70892,36729.99601,32598.73203,34325.00459,33258.51694,35807.02934,38325.70892,36729.99601,32598.73203,34325.00459
A0A0D9RGX5,7,5,34.063,0.551093705,0.079457217,1.026171616,0.080282958,I,C,TATA element modulatory factor 1 OS=Chlorocebus sabaeus GN=TMF1 PE=4 SV=1,71496.87991,76320.93992,73468.83459,70697.11493,78000.63273,78380.33614,71496.87991,76320.93992,73468.83459,70697.11493,78000.63273,78380.33614
A0A0D9S7W2,7,5,32.3542,0.551948859,0.079468559,1.045125722,0.0801456,I,C,Tyrosine--tRNA ligase OS=Chlorocebus sabaeus GN=YARS PE=3 SV=1,20692.21902,19964.54361,20603.11121,19151.69391,21184.01806,23688.55791,20692.21902,19964.54361,20603.11121,19151.69391,21184.01806,23688.55791
